,State,District,Market,Commodity,Variety,Arrival_Date,Min,Max
822,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-18,600,800
1442,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-19,600,800
1161,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-19,130,840
823,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-19,600,800
1443,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-20,600,800
824,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-20,500,800
1162,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-20,220,850
1444,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-21,400,600
1163,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-21,120,780
825,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-21,600,800
1445,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-22,500,700
826,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-22,600,800
1164,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-22,300,840
1446,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-23,1500,1800
1165,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-23,150,810
827,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-23,600,800
828,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-24,620,820
1447,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-24,500,700
1166,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-24,200,930
1167,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-25,200,930
1448,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-25,400,600
829,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-25,620,820
830,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-26,620,820
1168,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-26,220,870
1449,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-26,400,600
831,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-27,600,840
1450,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-27,1000,1500
1169,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-27,190,810
1451,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-28,1000,1500
832,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-28,660,820
1170,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-28,100,700
1452,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-29,1000,1400
1171,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-29,100,700
833,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-29,650,850
1172,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-30,70,710
1173,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-31,100,520
1453,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-31,1500,1800
